Date_Observed,Proposal_ID,Target_ID,ra,dec,Observation_ID,Instrument,Time_Observed,SIMBAD_Name,Source_Type
2019-04-23,T03_099,T03,105.048083,-66.040028,T03_099T03_9000002854::AT2019ahk,uvit1,04:12:39,2MASX J07001137-6602251,Galaxy
2019-04-23,A05_204,T01,166.113808,38.20883,A05_204T01_9000002856::Mrk421,sxt,20:26:11,Mrk  421,BLLac
2019-04-28,A05_025,T17,246.608292,-72.268861,A05_025T17_9000002858::NGC 6101,uvit1,07:26:31,TYC 9282-2284-1,Star
2019-04-28,A05_104,T05,233.738558,23.50314,A05_104T05_9000002860::arp220,uvit1,12:45:26,[SED98] APG 220NE,PartofG
2019-04-28,A05_227,T03,195.839542,-62.223943999999996,A05_227T03_9000002862::PDS 361S,uvit1,17:36:12,IRAS 13002-6157,Candidate_Ae*
2019-04-28,A05_226,T06,154.10215,37.91277,A05_226T06_9000002864::KUG1013+381,uvit1,19:32:21,LEDA   29998,EmG
2019-04-29,C04_009,T04,12.08,85.223917,C04_009T04_9000002866::NGC 188,uvit1,07:41:35,Cl* NGC  188    DGV     702,Star
2019-04-29,A05_025,T17,246.608292,-72.268861,A05_025T17_9000002868::NGC 6101,uvit1,11:09:26,TYC 9282-2284-1,Star
2019-04-29,A05_104,T05,233.738558,23.50314,A05_104T05_9000002870::arp220,uvit1,16:16:15,[SED98] APG 220NE,PartofG
2019-04-29,A05_227,T03,195.839542,-62.223943999999996,A05_227T03_9000002872::PDS 361S,uvit1,21:15:17,IRAS 13002-6157,Candidate_Ae*
2019-04-29,A05_208,T03,192.7215,41.1202,A05_208T03_9000002874::NGC 4736,uvit1,22:55:39,M  94,Seyfert
2019-04-30,T03_105,T01,308.107417,40.95775,T03_105T01_9000002876::Cyg X-3,sxt,17:58:24,V* V1521 Cyg,HMXB
2019-05-01,A05_104,T06,180.472079,-18.87694,A05_104T06_9000002878::arp244,uvit1,01:00:15,CXOU J120153.3-185235,HMXB
2019-05-01,T03_028,T01,309.78825,-30.755583,T03_028T01_9000002880::2MASX J20390918-3045201,uvit1,10:27:50,2MASX J20390918-3045201,Galaxy
2019-05-01,A06_009,T02,251.44875,-45.611111,A06_009T02_9000002882::GX 340+0,laxpc2,16:55:48,4U 1642-45,LMXB
2019-05-01,A05_226,T09,179.3668,-19.62406,A05_226T09_9000002884::ISZ59,uvit1,19:57:30,ESO 572-25,Galaxy
2019-05-02,A05_212,T09,340.611792,-50.066917,A05_212T09_9000002886::HE 2239-5019,uvit2,07:21:25,HE 2239-5019,Pec*
2019-05-02,A05_221,T01,270.38457900000003,-20.52889,A05_221T01_9000002888::GX 9+1,sxt,12:28:36,X Sgr X-3,LMXB
2019-05-04,A05_229,T02,262.991671,-33.83528,A05_229T02_9000002890::4U 1728-34,laxpc1,11:14:54,NAME Gri 1,GlCl
2019-05-06,A05_062,T01,264.742921,-44.45,A05_062T01_9000002892::4U 1735-44,laxpc1,20:35:41,V* V926 Sco,LMXB
2019-05-07,A05_175,T01,220.530833,35.439721999999996,A05_175T01_9000002894::Mkn 478,sxt,12:37:43,Mrk  478,Seyfert_1
2019-05-08,T03_112,T01,207.0535,-63.274611,T03_112T01_9000002896::MAXI J1348-630,laxpc1,19:25:01,MAXI J1348-630,Candidate_HMXB
2019-05-09,T03_108,T01,275.091167,7.185639,T03_108T01_9000002898::MAXI J1820+070,uvit2,05:31:01,MAXI J1820+070,LMXB
2019-05-09,T03_056,T01,332.88072900000003,18.092822,T03_056T01_9000002900::BD+17 4708,uvit1,16:18:07,BD+17  4708,SB*
2019-05-09,A05_101,T05,341.835079,-65.05872,A05_101T05_9000002902::IC 5250,uvit1,19:06:26,IC 5250,IG
2019-05-10,A05_142,T01,275.091417,7.1853,A05_142T01_9000002904::MAXI J1820+070,laxpc1,01:36:12,MAXI J1820+070,LMXB
2019-05-10,A05_115,T02,194.28591699999998,28.362416999999997,A05_115T02_9000002906::Coma3,uvit1,19:49:13,[YKK2016] 684,LSB_G
2019-05-11,T03_005,T01,185.0625,25.5,T03_005T01_9000002908::AGC 229101 (originally T0,uvit1,17:09:31,0.0,0.0
2019-05-12,A05_104,T08,189.136292,11.258,A05_104T08_9000002910::ngc4567,uvit1,17:20:25,NGC  4567,GinPair
2019-05-12,T03_037,T01,287.442079,-63.857530000000004,T03_037T01_9000002912::NGC 6744,uvit1,23:19:24,NGC  6744,GinGroup
2019-05-15,T03_116,T01,288.798125,10.945767,T03_116T01_9000002916::GRS 1915+105,sxt,02:05:17,Granat 1915+105,HMXB
2019-05-16,A05_012,T01,141.513721,12.73434,A05_012T01_9000002918::Mrk 705,uvit2,07:38:35,Mrk  705,Seyfert_1
2019-05-16,A05_101,T03,310.307792,-38.19342,A05_101T03_9000002920::ESO341-IG004,uvit1,15:49:14,ESO 341-4,IG
2019-05-16,A05_101,T08,305.74902099999997,-44.27153,A05_101T08_9000002922::NGC 6902A,uvit1,20:20:46,LEDA   64576,Galaxy
2019-05-17,A05_101,T10,304.23875,-70.75833,A05_101T10_9000002924::VV 297,uvit1,07:40:31,[BHK2005] 275,GlCl
2019-05-17,A06_003,T02,186.453592,33.546929999999996,A06_003T02_9000002926::NGC 4395,uvit1,11:25:04,[BKD2008] WR 469,PartofG
2019-05-18,T03_005,T01,185.0625,25.5,T03_005T01_9000002928::AGC 229101 (originally T0,uvit1,00:32:50,0.0,0.0
2019-05-19,T03_037,T01,287.442079,-63.857530000000004,T03_037T01_9000002930::NGC 6744,uvit1,00:52:20,NGC  6744,GinGroup
2019-05-19,A05_025,T18,274.65666699999997,-52.215778,A05_025T18_9000002932::NGC 6584,uvit1,10:02:45,NGC  6584,GlCl
2019-05-19,A05_212,T08,332.880708,18.092833,A05_212T08_9000002934::BD+17 4708,uvit2,15:10:06,BD+17  4708,SB*
2019-05-19,A05_221,T01,270.38457900000003,-20.52889,A05_221T01_9000002936::GX 9+1,sxt,18:23:16,X Sgr X-3,LMXB
2019-05-20,A05_101,T05,341.835079,-65.05872,A05_101T05_9000002938::IC 5250,uvit1,05:34:51,IC 5250,IG
2019-05-20,A05_075,T03,197.175,44.098333000000004,A05_075T03_9000002940::KISSR1462,uvit2,11:02:01,KISS F1308-3035,EmG
2019-05-20,A05_176,T04,211.18010800000002,54.892630000000004,A05_176T04_9000002942::NGC5473,uvit1,15:13:52,NGC  5473,GinGroup
2019-05-20,A05_013,T01,201.245833,-43.126111,A05_013T01_9000002944::CenA south middle lobe,uvit1,18:37:35,[WRW2015] 1618,PN?
2019-05-23,C04_009,T05,12.08,85.223917,C04_009T05_9000002946::NGC 188,uvit1,12:02:51,Cl* NGC  188    DGV     702,Star
2019-05-23,C04_001,T01,237.391917,70.348089,C04_001T01_9000002948::Blank Sky-8,laxpc1,13:52:25,0.0,0.0
2019-06-21,C04_001,T01,237.391917,70.348089,C04_001T01_9000002994::Blank Sky-8,laxpc1,15:58:03,0.0,0.0
2019-06-23,A06_005,T02,236.5125,-37.786417,A06_005T02_9000002996::NGC 5986,uvit1,16:13:38,NGC  5986,GlCl
2019-06-26,T03_123,T01,288.798121,10.945766,T03_123T01_9000003000::V1487 Aql,sxt,01:57:25,Granat 1915+105,HMXB
2019-06-27,A05_117,T01,329.71693799999997,-30.225588000000002,A05_117T01_9000003002::PKS 2155-304,sxt,06:10:29,QSO B2155-304,BLLac
2019-06-28,A05_175,T01,220.530833,35.439721999999996,A05_175T01_9000003004::Mkn 478,sxt,01:06:08,Mrk  478,Seyfert_1
2019-06-29,A06_009,T02,251.44875,-45.611111,A06_009T02_9000003006::GX 340+0,laxpc2,00:53:40,4U 1642-45,LMXB
2019-06-29,A05_174,T01,359.782958,-30.627969,A05_174T01_9000003008::1H 2354-315,sxt,06:32:17,QSO B2356-309,BLLac
2019-07-03,A05_163,T01,265.990969,19.585838,A05_163T01_9000003010::1ES 1741+196,sxt,02:15:05,QSO B1741+196,BLLac
2019-07-04,A05_205,T01,255.203683,-41.655961,A05_205T01_9000003012::OAO 1657-415,laxpc1,20:23:31,NAME OAO 1657-41,HMXB
2019-07-06,A05_198,T01,346.181158,-8.68573,A05_198T01_9000003014::MCG-2-58-22,sxt,12:59:25,Mrk  926,Seyfert_1
2019-07-07,A05_140,T01,135.528583,-40.554694,A05_140T01_9000003016::Vela X-1,laxpc1,14:51:35,V* GP Vel,HMXB
2019-07-08,A05_188,T01,128.836062,-45.176432,A05_188T01_9000003018::Vela Pulsar,laxpc1,16:26:13,NAME Vela Pulsar,Pulsar
2019-07-10,C04_009,T06,12.08,85.223917,C04_009T06_9000003020::NGC 188,uvit1,02:53:22,Cl* NGC  188    DGV     702,Star
2019-07-10,A05_160,T02,186.22625,21.382278,A05_160T02_9000003022::PKS 1222+216,sxt,07:33:40,4C 21.35,QSO
2019-07-11,A05_198,T01,346.181158,-8.68573,A05_198T01_9000003024::MCG-2-58-22,sxt,03:20:46,Mrk  926,Seyfert_1
2019-07-12,A05_208,T03,192.7215,41.1202,A05_208T03_9000003026::NGC 4736,uvit1,02:17:27,M  94,Seyfert
2019-07-13,A05_176,T03,194.300865,28.492365999999997,A05_176T03_9000003028::NGC4841Aoffset,uvit1,08:37:48,GMP 5025,Galaxy
2019-07-13,A05_115,T01,194.49879199999998,27.995972,A05_115T01_9000003030::Coma6,uvit1,13:20:49,LEDA   83707,GinCl
2019-07-14,A05_115,T03,195.040167,27.21375,A05_115T03_9000003032::Coma1,uvit1,22:00:16,BD+28  2172,Star
2019-07-16,A05_176,T04,211.18010800000002,54.892630000000004,A05_176T04_9000003034::NGC5473,uvit1,11:17:37,NGC  5473,GinGroup
2019-07-16,A05_022,T08,199.728371,-21.03911,A05_022T08_9000003036::NGC 5068,uvit2,14:43:48,NGC  5068,Galaxy
2019-07-17,A05_069,T02,312.258667,30.404971999999997,A05_069T02_9000003038::NGC 6960-IV,uvit1,03:46:09,0.0,0.0
2019-07-17,A05_072,T04,250.445208,36.543611,A05_072T04_9000003040::NGC 6205,uvit2,16:53:18,NGC  6205   882,Star
2019-07-18,A05_088,T03,240.181667,31.17075,A05_088T03_9000003042::GC50+48,uvit1,11:57:48,0.0,0.0
2019-07-19,A06_009,T02,251.44875,-45.611111,A06_009T02_9000003044::GX 340+0,laxpc2,04:28:55,4U 1642-45,LMXB
2019-07-19,A06_003,T04,36.820329,33.57917,A06_003T04_9000003046::NGC 0925,uvit1,07:44:32,NAME NGC 925 Group,GroupG
2019-07-21,A06_005,T02,236.5125,-37.786417,A06_005T02_9000003048::NGC 5986,uvit1,21:47:03,NGC  5986,GlCl
2019-07-22,A05_007,T06,252.320833,59.919167,A05_007T06_9000003050::draco_f1,uvit1,20:18:57,IRAS F16485+6000,IR
2019-07-23,A05_103,T05,244.28970800000002,-51.882556,A05_103T05_9000003052::PN Mz 3,uvit1,15:34:03,Gaia DR2 5934728536316842624,Candidate_YSO
2019-07-23,A05_082,T09,194.421042,20.39661,A05_082T09_9000003054::SDSS J125741.05+202347.8,uvit1,22:15:57,IC 3929,Seyfert_1
2019-07-24,A05_103,T06,258.385917,-37.023333,A05_103T06_9000003056::NGC 6302,uvit1,14:17:11,0.0,0.0
2019-07-24,A05_022,T09,287.442079,-63.857530000000004,A05_022T09_9000003058::NGC 6744,uvit2,19:19:49,NGC  6744,GinGroup
2019-07-25,A05_229,T02,262.991671,-33.83528,A05_229T02_9000003060::4U 1728-34,laxpc1,03:08:48,NAME Gri 1,GlCl
2019-07-27,A05_165,T07,203.974167,-34.295494,A05_165T07_9000003062::SWIFT J1335.8-3416,uvit1,08:55:19,ESO 383-35,Seyfert_1
2019-07-29,A06_002,T02,326.171475,38.321407,A06_002T02_9000003064::Cyg X-2,laxpc2,16:08:02,V* V1341 Cyg,LMXB
2019-07-30,A05_063,T03,247.46266699999998,39.766528,A05_063T03_9000003066::UGC10420,uvit2,00:38:42,UGC 10420,LINER
2019-07-30,A05_101,T10,304.23875,-70.75833,A05_101T10_9000003068::VV 297,uvit1,19:47:30,[BHK2005] 275,GlCl
2019-07-31,A05_013,T01,201.245833,-43.126111,A05_013T01_9000003070::CenA south middle lobe,uvit1,01:17:12,[WRW2015] 1618,PN?
2019-08-06,C04_001,T01,237.391917,70.348089,C04_001T01_9000003074::Blank Sky-8,laxpc1,00:55:21,0.0,0.0
2019-08-06,A06_009,T02,251.44875,-45.611111,A06_009T02_9000003076::GX 340+0,laxpc2,21:39:35,4U 1642-45,LMXB
2019-08-07,A05_160,T01,338.139167,11.720278,A05_160T01_9000003078::CTA 102,sxt,01:43:22,2MASS J22323284+1142441,Star
2019-08-08,A06_002,T03,256.563808,-43.035747,A06_002T03_9000003080::4U 1702-429,laxpc2,13:25:31,X Ara X-1,LMXB
2019-08-10,C04_001,T01,237.391917,70.348089,C04_001T01_9000003082::Blank Sky-8,laxpc1,20:17:58,0.0,0.0
2019-08-12,A05_025,T17,246.608292,-72.268861,A05_025T17_9000003084::NGC 6101,uvit1,01:18:38,TYC 9282-2284-1,Star
2019-08-12,A05_227,T03,195.839542,-62.223943999999996,A05_227T03_9000003086::PDS 361S,uvit1,13:03:01,IRAS 13002-6157,Candidate_Ae*
2019-08-12,A05_088,T05,216.000333,31.568361,A05_088T05_9000003088::GC50+69,uvit1,17:50:44,0.0,0.0
2019-08-14,T03_131,T01,272.11475,-36.978972,T03_131T01_9000003090::SAX J1808-3658,laxpc2,01:11:45,V* V4580 Sgr,LMXB
2019-08-15,T03_133,T01,288.717,17.367,T03_133T01_9000003092::Unknown,laxpc2,10:45:49,[NHO98] 19127+1717,Maser
2019-08-15,A05_072,T04,250.445208,36.543611,A05_072T04_9000003094::NGC 6205,uvit2,23:12:11,NGC  6205   882,Star
2019-08-17,A05_025,T18,274.65666699999997,-52.215778,A05_025T18_9000003096::NGC 6584,uvit1,06:40:58,NGC  6584,GlCl
2019-08-17,A06_009,T03,270.290542,-25.078925,A06_009T03_9000003098::GX 5-1,laxpc2,11:43:03,4U 1758-25,LMXB
2019-08-17,A05_225,T02,85.127083,69.37844399999999,A05_225T02_9000003100::NGC 1961,uvit1,14:47:28,0.0,0.0
2019-08-17,A05_101,T08,305.74902099999997,-44.27153,A05_101T08_9000003102::NGC 6902A,uvit1,20:05:30,LEDA   64576,Galaxy
2019-08-18,A05_075,T06,216.6375,43.854167,A05_075T06_9000003104::KISSR1786,uvit2,01:07:36,KISS F1424-1399,EmG
2019-08-18,A05_088,T02,249.432875,29.727694,A05_088T02_9000003106::GC50+40,uvit1,19:51:39,0.0,0.0
2019-08-19,A05_104,T04,356.757079,29.471109999999996,A05_104T04_9000003108::arp86,uvit1,18:44:41,APG  86,PairG
2019-08-20,A05_025,T04,78.52816700000001,-40.046556,A05_025T04_9000003110::NGC 1851,uvit1,06:06:21,NGC  1851,GlCl
2019-08-20,A05_101,T03,310.307792,-38.19342,A05_101T03_9000003112::ESO341-IG004,uvit1,19:26:55,ESO 341-4,IG
2019-08-21,A05_155,T04,220.10882900000001,33.98911,A05_155T04_9000003114::ngc5727,uvit1,02:00:07,NGC  5727,EmG
2019-08-21,A05_075,T05,218.475,42.653611,A05_075T05_9000003116::KISSR1814*,uvit2,15:58:16,SDSS J143358.56+423910.3,QSO
2019-08-22,A05_163,T01,265.990969,19.585838,A05_163T01_9000003118::1ES 1741+196,sxt,14:46:30,QSO B1741+196,BLLac
2019-08-24,A05_104,T05,233.738558,23.50314,A05_104T05_9000003120::arp220,uvit1,16:59:07,[SED98] APG 220NE,PartofG
2019-08-25,A06_009,T03,270.290542,-25.078925,A06_009T03_9000003122::GX 5-1,laxpc2,09:25:49,4U 1758-25,LMXB
2019-08-26,T03_136,T01,272.11475,-36.978972,T03_136T01_9000003124::SAX J1808.4-3658,laxpc2,00:53:20,V* V4580 Sgr,LMXB
2019-08-27,C04_001,T01,237.391917,70.348089,C04_001T01_9000003126::Blank Sky-8,laxpc1,08:27:47,0.0,0.0
2019-08-28,A06_009,T03,270.290542,-25.078925,A06_009T03_9000003128::GX 5-1,laxpc2,09:00:54,4U 1758-25,LMXB
2019-08-28,A06_009,T02,251.44875,-45.611111,A06_009T02_9000003130::GX 340+0,laxpc2,11:52:35,4U 1642-45,LMXB
2019-08-28,A05_062,T01,264.742921,-44.45,A05_062T01_9000003132::4U 1735-44,laxpc1,15:05:23,V* V926 Sco,LMXB
2019-08-29,A06_002,T01,262.990542,-33.834028,A06_002T01_9000003134::4U 1728-34,laxpc2,05:54:29,NAME Slow Burster,LMXB
2019-08-31,A06_005,T05,284.888125,-36.631417,A06_005T05_9000003136::NGC 6723,uvit1,10:04:10,NGC  6723,GlCl
2019-09-01,A05_062,T02,274.005787,-14.036283,A05_062T02_9000003138::GX 17+2,laxpc1,07:11:34,V* NP Ser,LMXB
2019-09-01,A05_037,T01,295.669067,-10.32375,A05_037T01_9000003140::NGC 6814,sxt,18:27:42,NGC  6814,Seyfert_1
2019-09-05,T03_140,T01,277.680367,-24.019153,T03_140T01_9000003142::V3890 Sgr,sxt,01:03:56,V* V3890 Sgr,LPV*
2019-09-06,A05_037,T01,295.669067,-10.32375,A05_037T01_9000003144::NGC 6814,sxt,20:28:22,NGC  6814,Seyfert_1
2019-09-08,A05_108,T01,359.253083,-34.680539,A05_108T01_9000003146::Abell4059,uvit1,04:41:22,ESO 349-9,GinCl
2019-09-09,A05_226,T05,100.56472099999999,75.62573,A05_226T05_9000003148::UGCA130,uvit1,03:37:32,Mrk    5,HII_G
2019-09-09,A05_041,T01,8.406667,28.739167,A05_041T01_9000003150::AGC 102983,uvit1,11:39:01,AGC 102983,Galaxy
2019-09-10,A06_009,T02,251.44875,-45.611111,A06_009T02_9000003152::GX 340+0,laxpc2,12:21:26,4U 1642-45,LMXB
2019-09-10,A06_009,T05,256.435375,-36.423069,A06_009T05_9000003154::GX 349+2,laxpc2,15:09:33,V* V1101 Sco,LMXB
2019-09-11,C04_001,T01,237.391917,70.348089,C04_001T01_9000003156::Blank Sky-8,laxpc1,00:56:19,0.0,0.0
2019-09-12,C04_010,T01,58.841625,9.788333,C04_010T01_9000003158::HZ4,uvit1,07:55:49,HZ  4,WD*
2019-09-12,T03_140,T01,277.680367,-24.019153,T03_140T01_9000003160::V3890 Sgr,sxt,17:56:07,V* V3890 Sgr,LPV*
2019-09-17,A06_005,T09,325.092167,-23.179861,A06_005T09_9000003168::NGC 7099,uvit1,01:37:03,M  30,GlCl
2019-09-17,A06_009,T02,251.44875,-45.611111,A06_009T02_9000003170::GX 340+0,laxpc2,20:55:52,4U 1642-45,LMXB
2019-09-18,T03_138,T02,340.537375,29.6153,T03_138T02_9000003172::Akn564_2,uvit1,01:12:45,0.0,0.0
2019-09-18,T03_141,T01,284.146292,-37.908471999999996,T03_141T01_9000003174::RXJ1856.6-3754,sxt,03:28:01,RX J1856.6-3754,Neutron*
2019-09-20,A05_144,T02,100.72975,55.474233,A05_144T02_9000003176::SU Lyn,uvit1,20:28:46,V* SU Lyn,LPV*
2019-09-22,T03_138,T03,340.790583,29.7253,T03_138T03_9000003178::Akn564_3,uvit1,01:13:22,0.0,0.0
2019-09-22,T03_138,T04,340.53725,29.7253,T03_138T04_9000003180::Akn564_4,uvit1,06:17:39,0.0,0.0
2019-09-22,T03_138,T05,340.790708,29.8353,T03_138T05_9000003182::Akn564_5,uvit1,08:16:02,0.0,0.0
2019-09-22,T03_138,T06,340.537083,29.8353,T03_138T06_9000003184::Akn564_6,uvit1,10:00:59,TYC 2232-311-1,Star
2019-09-22,T03_138,T07,340.66391699999997,29.615361,T03_138T07_9000003186::Akn564_7,uvit1,11:45:54,[TKK2018] 7277,PairG
2019-09-22,T03_138,T08,340.66391699999997,29.835361,T03_138T08_9000003188::Akn564_8,uvit1,13:24:16,0.0,0.0
2019-09-22,T03_138,T09,340.790417,29.6153,T03_138T09_9000003190::Akn564_9,uvit1,15:02:34,0.0,0.0
2019-09-22,A05_166,T01,255.705667,-48.789667,A05_166T01_9000003192::GX339-4,laxpc1,16:55:40,V* V821 Ara,HMXB
2019-09-23,A06_009,T02,251.44875,-45.611111,A06_009T02_9000003194::GX 340+0,laxpc2,13:23:11,4U 1642-45,LMXB
2019-09-23,A06_009,T05,256.435375,-36.423069,A06_009T05_9000003196::GX 349+2,laxpc2,19:06:01,V* V1101 Sco,LMXB
2019-09-24,A06_009,T03,270.290542,-25.078925,A06_009T03_9000003198::GX 5-1,laxpc2,02:05:15,4U 1758-25,LMXB
2019-09-24,A05_155,T02,86.757871,-34.250609999999995,A05_155T02_9000003200::NGC2090,uvit3,05:41:36,NGC  2090,GinGroup
2019-09-24,A05_182,T02,26.012292000000002,61.888971999999995,A05_182T02_9000003202::NGC 654(2),uvit1,19:03:13,EM* GGA   83,Be*
2019-09-25,A05_094,T01,118.8554,39.18615,A05_094T01_9000003204::mrk 382,uvit1,01:21:45,Mrk  382,Seyfert_1
2019-09-28,A06_002,T02,326.171475,38.321407,A06_002T02_9000003206::Cyg X-2,laxpc2,10:43:36,V* V1341 Cyg,LMXB
2019-10-01,T03_143,T01,264.974792,-28.496333,T03_143T01_9000003208::XTE J1739-285,laxpc2,01:12:04,[KRL2007b] 258,LMXB
2019-10-02,A07_006,T04,7.26275,59.571943999999995,A07_006T04_9000003210::IGR J00291+5934,laxpc1,04:45:57,V* V1037 Cas,LMXB
2019-10-02,A07_039,T02,31.792958000000002,-74.1175,A07_039T02_9000003212::MBfield3,uvit1,20:19:39,[DI91]  341,Star
2019-10-03,A07_039,T03,30.309041999999998,-74.164333,A07_039T03_9000003214::MBfield4,uvit1,12:13:57,2MASS J02012483-7409488,Candidate_RGB*
2019-10-03,A07_039,T01,33.286375,-74.170172,A07_039T01_9000003216::MBfield2,uvit1,23:30:44,SSTISAGEMA J021301.40-741040.6,Star
2019-10-04,A07_059,T01,25.582042,51.575472,A07_059T01_9000003218::NGC 650,uvit1,14:33:39,M  76,PN
2019-10-04,A07_010,T04,62.223957999999996,-55.98956,A07_010T04_9000003220::IC 2038,uvit1,19:18:18,IC 2038,GinPair
2019-10-05,A07_027,T16,347.447,-43.4279,A07_027T16_9000003222::NGC7496,uvit1,08:04:29,NGC  7496,AGN
2019-10-05,A07_005,T01,120.004167,-10.77,A07_005T01_9000003224::NGC 2506,uvit1,11:37:41,NGC  2506,OpCl
2019-10-10,A07_004,T01,272.11475,-36.978972,A07_004T01_9000003230::SAX J1808.4-3658,sxt,11:08:58,V* V4580 Sgr,LMXB
2019-10-13,A07_118,T01,296.254167,-14.815278,A07_118T01_9000003232::NGC6822,uvit1,18:50:22,[SRC2012] 296.254303-14.816854,Candidate_AGB*
2019-10-15,A07_041,T01,302.355792,-48.831583,A07_041T01_9000003234::PKS 2005-489,sxt,05:06:21,QSO B2005-489,BLLac
2019-10-16,A07_010,T05,62.466,-56.11844,A07_010T05_9000003236::NGC1533,uvit1,08:32:54,NGC  1533,GinGroup
2019-10-16,A07_010,T06,62.749421,-56.48044,A07_010T06_9000003238::NGC 1536,uvit1,15:12:07,NGC  1536,IG
2019-10-16,A07_010,T11,63.65225,-56.06080600000001,A07_010T11_9000003240::NGC 1546,uvit1,21:51:30,NGC  1546,GinGroup
2019-10-17,A07_100,T03,93.90125,71.0375,A07_100T03_9000003242::Mrk 3,sxt,09:18:58,[KGP93] Mrk 3 5,Radio
2019-10-19,A07_007,T02,11.363333,41.883025,A07_007T02_9000003244::M31 Field No. 8,uvit1,09:38:08,[JSD2012] PC  295,Cl*
2019-10-20,A07_130,T01,9.260667,39.972361,A07_130T01_9000003246::M31-I,uvit1,18:12:41,[MMD2006] 2526,PN?
2019-10-21,A07_094,T01,352.967412,19.937264000000003,A07_094T01_9000003248::EQ Peg,sxt,13:35:25,BD+19  5116,**
2019-10-23,A07_153,T02,67.0,-47.91275,A07_153T02_9000003250::ESO,sxt,06:13:49,NAME Carafe Nebula,LINER
2019-10-24,A07_059,T05,323.28461200000004,39.635978,A07_059T05_9000003252::PN Hu1-2,uvit1,16:40:18,PN Hu  1-2,PN
2019-10-25,A07_091,T07,117.086125,47.203953000000006,A07_091T07_9000003254::SDSSJ074820+471214,uvit1,03:41:30,[GBM2015] SDSS 1737-53055-369 SN,SN
2019-10-25,A07_134,T01,337.759125,-20.797992,A07_134T01_9000003256::NGC 7293,uvit1,15:25:33,0.0,0.0
2019-10-26,A07_027,T02,353.6145,-36.1011,A07_027T02_9000003258::IC5332,uvit1,08:48:05,IC 5332,GinGroup
2019-10-26,A07_047,T09,19.255417,-71.733639,A07_047T09_9000003260::SMC_Shell_9,uvit1,12:29:29,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
2019-10-26,A07_047,T08,18.79625,-71.3655,A07_047T08_9000003262::SMC_Shell_8,uvit1,15:29:23,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
2019-10-26,A07_167,T01,81.70796700000001,-66.095275,A07_167T01_9000003264::N49 N49B,uvit1,18:46:43,MACHO  62.7605.393,PM*
2019-10-27,A07_149,T01,49.566666999999995,-66.498333,A07_149T01_9000003266::NGC 1313,uvit1,12:44:24,NGC  1313,Galaxy
2019-10-29,T03_146,T01,292.482931,18.310617999999998,T03_146T01_9000003272::IGR J19294+1816,laxpc1,00:45:23,IGR J19294+1816,HMXB
2019-10-29,A07_007,T05,11.037,41.557347,A07_007T05_9000003274::M31 Field No. 2,uvit1,18:01:15,[AMB2011] HII 2651,HII
2019-10-30,A07_007,T04,10.710708,41.250228,A07_007T04_9000003276::M31 Field No. 1,uvit1,10:33:29,M31N 2013-12a,X
2019-11-01,T03_145,T01,351.350779,-38.446996999999996,T03_145T01_9000003278::IRAS 23226-3843,sxt,00:44:52,2MASX J23252420-3826492,Seyfert_1
2019-11-03,A07_007,T03,11.719583,42.203444,A07_007T03_9000003280::M31 Field No. 9,uvit1,18:30:05,[JSD2015] AP  4076,Galaxy
2019-11-04,A07_134,T02,112.26125,13.246777999999999,A07_134T02_9000003282::PN A66 21,uvit1,12:20:32,PN A66   21,PN
2019-11-04,A07_065,T01,147.593333,31.487778000000002,A07_065T01_9000003284::UGC 5272,uvit1,20:32:36,UGC  5272,Galaxy
2019-11-06,A07_054,T01,124.87075,70.70536,A07_054T01_9000003286::Holmber II X-1,uvit1,13:08:40,[SST2011] J081929.00+704219.3,ULX
2019-11-07,A07_018,T02,312.122167,29.723278000000004,A07_018T02_9000003288::Cygnus S-III,uvit1,21:36:33,Gaia DR2 1858290202747590528,Candidate_WD*
2019-11-08,T03_147,T01,99.098292,-42.867806,T03_147T01_9000003290::MAXI J0637-430,laxpc2,02:20:17,EQ J063623.2-425204.2,Unknown
2019-11-09,A07_018,T02,312.122167,29.723278000000004,A07_018T02_9000003292::Cygnus S-III,uvit1,03:33:52,Gaia DR2 1858290202747590528,Candidate_WD*
2019-11-09,A07_018,T07,313.13183300000003,29.681721999999997,A07_018T07_9000003294::Cygnus S-VIII,uvit1,12:10:38,NAME Teutsch GN J2052.5+2940,PN?
2019-11-10,A07_018,T08,312.58325,29.697583,A07_018T08_9000003296::Cygnus S-IX,uvit1,19:10:05,Gaia DR2 1858602880656651008,Star
2019-11-12,A07_049,T01,331.968305,31.359346000000002,A07_049T01_9000003298::NGC7217,uvit1,11:37:52,NGC  7217,LINER
2019-11-13,A07_047,T09,19.255417,-71.733639,A07_047T09_9000003300::SMC_Shell_9,uvit1,09:11:00,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
2019-11-13,A07_047,T08,18.79625,-71.3655,A07_047T08_9000003302::SMC_Shell_8,uvit1,12:06:21,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
2019-11-13,A07_149,T01,49.566666999999995,-66.498333,A07_149T01_9000003304::NGC 1313,uvit1,15:22:48,NGC  1313,Galaxy
2019-11-15,T03_147,T01,99.098292,-42.867806,T03_147T01_9000003306::MAXI J0637-430,laxpc2,01:47:06,EQ J063623.2-425204.2,Unknown
